make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
volvo,0,1,4,3,1,0,344.5,424.2,304.3,290.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24978
volvo,0,1,4,3,1,0,344.6,424.3,304.4,291,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24979
volvo,0,1,4,3,1,0,344.7,424.4,304.5,291.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24980
volvo,0,1,4,3,1,0,344.8,424.5,304.6,291.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24981
volvo,0,1,4,3,1,0,344.9,424.6,304.7,291.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24982
volvo,0,1,4,3,1,0,345,424.7,304.8,291.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24983
volvo,0,1,4,3,1,0,345.1,424.8,304.9,291.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24984
volvo,0,1,4,3,1,0,345.2,424.9,305,291.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24985
volvo,0,1,4,3,1,0,345.3,425,305.1,291.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24986
volvo,0,1,4,3,1,0,345.4,425.1,305.2,291.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24987
volvo,0,1,4,3,1,0,345.5,425.2,305.3,291.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24988
volvo,0,1,4,3,1,0,345.6,425.3,305.4,292,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24989
volvo,0,1,4,3,1,0,345.7,425.4,305.5,292.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24990
volvo,0,1,4,3,1,0,345.8,425.5,305.6,292.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24991
volvo,0,1,4,3,1,0,345.9,425.6,305.7,292.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24992
volvo,0,1,4,3,1,0,346,425.7,305.8,292.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24993
volvo,0,1,4,3,1,0,346.1,425.8,305.9,292.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24994
volvo,0,1,4,3,1,0,346.2,425.9,306,292.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24995
volvo,0,1,4,3,1,0,346.3,426,306.1,292.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24996
volvo,0,1,4,3,1,0,346.4,426.1,306.2,292.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24997
volvo,0,1,4,3,1,0,346.5,426.2,306.3,292.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24998
volvo,0,1,4,3,1,0,346.6,426.3,306.4,293,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,24999
volvo,0,1,4,3,1,0,346.7,426.4,306.5,293.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25000
volvo,0,1,4,3,1,0,346.8,426.5,306.6,293.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25001
volvo,0,1,4,3,1,0,346.9,426.6,306.7,293.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25002
volvo,0,1,4,3,1,0,347,426.7,306.8,293.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25003
volvo,0,1,4,3,1,0,347.1,426.8,306.9,293.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25004
volvo,0,1,4,3,1,0,347.2,426.9,307,293.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25005
volvo,0,1,4,3,1,0,347.3,427,307.1,293.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25006
volvo,0,1,4,3,1,0,347.4,427.1,307.2,293.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25007
volvo,0,1,4,3,1,0,347.5,427.2,307.3,293.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25008
volvo,0,1,4,3,1,0,347.6,427.3,307.4,294,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25009
volvo,0,1,4,3,1,0,347.7,427.4,307.5,294.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25010
volvo,0,1,4,3,1,0,347.8,427.5,307.6,294.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25011
volvo,0,1,4,3,1,0,347.9,427.6,307.7,294.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25012
volvo,0,1,4,3,1,0,348,427.7,307.8,294.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25013
volvo,0,1,4,3,1,0,348.1,427.8,307.9,294.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25014
volvo,0,1,4,3,1,0,348.2,427.9,308,294.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25015
volvo,0,1,4,3,1,0,348.3,428,308.1,294.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25016
volvo,0,1,4,3,1,0,348.4,428.1,308.2,294.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25017
volvo,0,1,4,3,1,0,348.5,428.2,308.3,294.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25018
volvo,0,1,4,3,1,0,348.6,428.3,308.4,295,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25019
volvo,0,1,4,3,1,0,348.7,428.4,308.5,295.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25020
volvo,0,1,4,3,1,0,348.8,428.5,308.6,295.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25021
volvo,0,1,4,3,1,0,348.9,428.6,308.7,295.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25022
volvo,0,1,4,3,1,0,349,428.7,308.8,295.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25023
volvo,0,1,4,3,1,0,349.1,428.8,308.9,295.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25024
volvo,0,1,4,3,1,0,349.2,428.9,309,295.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25025
volvo,0,1,4,3,1,0,349.3,429,309.1,295.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25026
volvo,0,1,4,3,1,0,349.4,429.1,309.2,295.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25027
volvo,0,1,4,3,1,0,349.5,429.2,309.3,295.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25028
volvo,0,1,4,3,1,0,349.6,429.3,309.4,296,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25029
volvo,0,1,4,3,1,0,349.7,429.4,309.5,296.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25030
volvo,0,1,4,3,1,0,349.8,429.5,309.6,296.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25031
volvo,0,1,4,3,1,0,349.9,429.6,309.7,296.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25032
volvo,0,1,4,3,1,0,350,429.7,309.8,296.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25033
volvo,0,1,4,3,1,0,350.1,429.8,309.9,296.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25034
volvo,0,1,4,3,1,0,350.2,429.9,310,296.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25035
volvo,0,1,4,3,1,0,350.3,430,310.1,296.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25036
volvo,0,1,4,3,1,0,350.4,430.1,310.2,296.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25037
volvo,0,1,4,3,1,0,350.5,430.2,310.3,296.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25038
volvo,0,1,4,3,1,0,350.6,430.3,310.4,297,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25039
volvo,0,1,4,3,1,0,350.7,430.4,310.5,297.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25040
volvo,0,1,4,3,1,0,350.8,430.5,310.6,297.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25041
volvo,0,1,4,3,1,0,350.9,430.6,310.7,297.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25042
volvo,0,1,4,3,1,0,351,430.7,310.8,297.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25043
volvo,0,1,4,3,1,0,351.1,430.8,310.9,297.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25044
volvo,0,1,4,3,1,0,351.2,430.9,311,297.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25045
volvo,0,1,4,3,1,0,351.3,431,311.1,297.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25046
volvo,0,1,4,3,1,0,351.4,431.1,311.2,297.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25047
volvo,0,1,4,3,1,0,351.5,431.2,311.3,297.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25048
volvo,0,1,4,3,1,0,351.6,431.3,311.4,298,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25049
volvo,0,1,4,3,1,0,351.7,431.4,311.5,298.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25050
volvo,0,1,4,3,1,0,351.8,431.5,311.6,298.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25051
volvo,0,1,4,3,1,0,351.9,431.6,311.7,298.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25052
volvo,0,1,4,3,1,0,352,431.7,311.8,298.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25053
volvo,0,1,4,3,1,0,352.1,431.8,311.9,298.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25054
volvo,0,1,4,3,1,0,352.2,431.9,312,298.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25055
volvo,0,1,4,3,1,0,352.3,432,312.1,298.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25056
volvo,0,1,4,3,1,0,352.4,432.1,312.2,298.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25057
volvo,0,1,4,3,1,0,352.5,432.2,312.3,298.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25058
volvo,0,1,4,3,1,0,352.6,432.3,312.4,299,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25059
volvo,0,1,4,3,1,0,352.7,432.4,312.5,299.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25060
volvo,0,1,4,3,1,0,352.8,432.5,312.6,299.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25061
volvo,0,1,4,3,1,0,352.9,432.6,312.7,299.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25062
volvo,0,1,4,3,1,0,353,432.7,312.8,299.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25063
volvo,0,1,4,3,1,0,353.1,432.8,312.9,299.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25064
volvo,0,1,4,3,1,0,353.2,432.9,313,299.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25065
volvo,0,1,4,3,1,0,353.3,433,313.1,299.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25066
volvo,0,1,4,3,1,0,353.4,433.1,313.2,299.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25067
volvo,0,1,4,3,1,0,353.5,433.2,313.3,299.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25068
volvo,0,1,4,3,1,0,353.6,433.3,313.4,300,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25069
volvo,0,1,4,3,1,0,353.7,433.4,313.5,300.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25070
volvo,0,1,4,3,1,0,353.8,433.5,313.6,300.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25071
volvo,0,1,4,3,1,0,353.9,433.6,313.7,300.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25072
volvo,0,1,4,3,1,0,354,433.7,313.8,300.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25073
volvo,0,1,4,3,1,0,354.1,433.8,313.9,300.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25074
volvo,0,1,4,3,1,0,354.2,433.9,314,300.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25075
volvo,0,1,4,3,1,0,354.3,434,314.1,300.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25076
volvo,0,1,4,3,1,0,354.4,434.1,314.2,300.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25077
volvo,0,1,4,3,1,0,354.5,434.2,314.3,300.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25078
volvo,0,1,4,3,1,0,354.6,434.3,314.4,301,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25079
volvo,0,1,4,3,1,0,354.7,434.4,314.5,301.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25080
volvo,0,1,4,3,1,0,354.8,434.5,314.6,301.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25081
volvo,0,1,4,3,1,0,354.9,434.6,314.7,301.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25082
volvo,0,1,4,3,1,0,355,434.7,314.8,301.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25083
volvo,0,1,4,3,1,0,355.1,434.8,314.9,301.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25084
volvo,0,1,4,3,1,0,355.2,434.9,315,301.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25085
volvo,0,1,4,3,1,0,355.3,435,315.1,301.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25086
volvo,0,1,4,3,1,0,355.4,435.1,315.2,301.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25087
volvo,0,1,4,3,1,0,355.5,435.2,315.3,301.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25088
volvo,0,1,4,3,1,0,355.6,435.3,315.4,302,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25089
volvo,0,1,4,3,1,0,355.7,435.4,315.5,302.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25090
volvo,0,1,4,3,1,0,355.8,435.5,315.6,302.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25091
volvo,0,1,4,3,1,0,355.9,435.6,315.7,302.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25092
volvo,0,1,4,3,1,0,356,435.7,315.8,302.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25093
volvo,0,1,4,3,1,0,356.1,435.8,315.9,302.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25094
volvo,0,1,4,3,1,0,356.2,435.9,316,302.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25095
volvo,0,1,4,3,1,0,356.3,436,316.1,302.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25096
volvo,0,1,4,3,1,0,356.4,436.1,316.2,302.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25097
volvo,0,1,4,3,1,0,356.5,436.2,316.3,302.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25098
volvo,0,1,4,3,1,0,356.6,436.3,316.4,303,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25099
volvo,0,1,4,3,1,0,356.7,436.4,316.5,303.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25100
volvo,0,1,4,3,1,0,356.8,436.5,316.6,303.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25101
volvo,0,1,4,3,1,0,356.9,436.6,316.7,303.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25102
volvo,0,1,4,3,1,0,357,436.7,316.8,303.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25103
volvo,0,1,4,3,1,0,357.1,436.8,316.9,303.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25104
volvo,0,1,4,3,1,0,357.2,436.9,317,303.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25105
volvo,0,1,4,3,1,0,357.3,437,317.1,303.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25106
volvo,0,1,4,3,1,0,357.4,437.1,317.2,303.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25107
volvo,0,1,4,3,1,0,357.5,437.2,317.3,303.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25108
volvo,0,1,4,3,1,0,357.6,437.3,317.4,304,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25109
volvo,0,1,4,3,1,0,357.7,437.4,317.5,304.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25110
volvo,0,1,4,3,1,0,357.8,437.5,317.6,304.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25111
volvo,0,1,4,3,1,0,357.9,437.6,317.7,304.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25112
volvo,0,1,4,3,1,0,358,437.7,317.8,304.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25113
volvo,0,1,4,3,1,0,358.1,437.8,317.9,304.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25114
volvo,0,1,4,3,1,0,358.2,437.9,318,304.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25115
volvo,0,1,4,3,1,0,358.3,438,318.1,304.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25116
volvo,0,1,4,3,1,0,358.4,438.1,318.2,304.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25117
volvo,0,1,4,3,1,0,358.5,438.2,318.3,304.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25118
volvo,0,1,4,3,1,0,358.6,438.3,318.4,305,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25119
volvo,0,1,4,3,1,0,358.7,438.4,318.5,305.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25120
volvo,0,1,4,3,1,0,358.8,438.5,318.6,305.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25121
volvo,0,1,4,3,1,0,358.9,438.6,318.7,305.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25122
volvo,0,1,4,3,1,0,359,438.7,318.8,305.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25123
volvo,0,1,4,3,1,0,359.1,438.8,318.9,305.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25124
volvo,0,1,4,3,1,0,359.2,438.9,319,305.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25125
volvo,0,1,4,3,1,0,359.3,439,319.1,305.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25126
volvo,0,1,4,3,1,0,359.4,439.1,319.2,305.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25127
volvo,0,1,4,3,1,0,359.5,439.2,319.3,305.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25128
volvo,0,1,4,3,1,0,359.6,439.3,319.4,306,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25129
volvo,0,1,4,3,1,0,359.7,439.4,319.5,306.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25130
volvo,0,1,4,3,1,0,359.8,439.5,319.6,306.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25131
volvo,0,1,4,3,1,0,359.9,439.6,319.7,306.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25132
volvo,0,1,4,3,1,0,360,439.7,319.8,306.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25133
volvo,0,1,4,3,1,0,360.1,439.8,319.9,306.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25134
volvo,0,1,4,3,1,0,360.2,439.9,320,306.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25135
volvo,0,1,4,3,1,0,360.3,440,320.1,306.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25136
volvo,0,1,4,3,1,0,360.4,440.1,320.2,306.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25137
volvo,0,1,4,3,1,0,360.5,440.2,320.3,306.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25138
volvo,0,1,4,3,1,0,360.6,440.3,320.4,307,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25139
volvo,0,1,4,3,1,0,360.7,440.4,320.5,307.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25140
volvo,0,1,4,3,1,0,360.8,440.5,320.6,307.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25141
volvo,0,1,4,3,1,0,360.9,440.6,320.7,307.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25142
volvo,0,1,4,3,1,0,361,440.7,320.8,307.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25143
volvo,0,1,4,3,1,0,361.1,440.8,320.9,307.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25144
volvo,0,1,4,3,1,0,361.2,440.9,321,307.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25145
volvo,0,1,4,3,1,0,361.3,441,321.1,307.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25146
volvo,0,1,4,3,1,0,361.4,441.1,321.2,307.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25147
volvo,0,1,4,3,1,0,361.5,441.2,321.3,307.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25148
volvo,0,1,4,3,1,0,361.6,441.3,321.4,308,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25149
volvo,0,1,4,3,1,0,361.7,441.4,321.5,308.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25150
volvo,0,1,4,3,1,0,361.8,441.5,321.6,308.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25151
volvo,0,1,4,3,1,0,361.9,441.6,321.7,308.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25152
volvo,0,1,4,3,1,0,362,441.7,321.8,308.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25153
volvo,0,1,4,3,1,0,362.1,441.8,321.9,308.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25154
volvo,0,1,4,3,1,0,362.2,441.9,322,308.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25155
volvo,0,1,4,3,1,0,362.3,442,322.1,308.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25156
volvo,0,1,4,3,1,0,362.4,442.1,322.2,308.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25157
volvo,0,1,4,3,1,0,362.5,442.2,322.3,308.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25158
volvo,0,1,4,3,1,0,362.6,442.3,322.4,309,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25159
volvo,0,1,4,3,1,0,362.7,442.4,322.5,309.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25160
volvo,0,1,4,3,1,0,362.8,442.5,322.6,309.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25161
volvo,0,1,4,3,1,0,362.9,442.6,322.7,309.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25162
volvo,0,1,4,3,1,0,363,442.7,322.8,309.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25163
volvo,0,1,4,3,1,0,363.1,442.8,322.9,309.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25164
volvo,0,1,4,3,1,0,363.2,442.9,323,309.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25165
volvo,0,1,4,3,1,0,363.3,443,323.1,309.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25166
volvo,0,1,4,3,1,0,363.4,443.1,323.2,309.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25167
volvo,0,1,4,3,1,0,363.5,443.2,323.3,309.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25168
volvo,0,1,4,3,1,0,363.6,443.3,323.4,310,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25169
volvo,0,1,4,3,1,0,363.7,443.4,323.5,310.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25170
volvo,0,1,4,3,1,0,363.8,443.5,323.6,310.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25171
volvo,0,1,4,3,1,0,363.9,443.6,323.7,310.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25172
volvo,0,1,4,3,1,0,364,443.7,323.8,310.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25173
volvo,0,1,4,3,1,0,364.1,443.8,323.9,310.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25174
volvo,0,1,4,3,1,0,364.2,443.9,324,310.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25175
volvo,0,1,4,3,1,0,364.3,444,324.1,310.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25176
volvo,0,1,4,3,1,0,364.4,444.1,324.2,310.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25177
volvo,0,1,4,3,1,0,364.5,444.2,324.3,310.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25178
volvo,0,1,4,3,1,0,364.6,444.3,324.4,311,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25179
volvo,0,1,4,3,1,0,364.7,444.4,324.5,311.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25180
volvo,0,1,4,3,1,0,364.8,444.5,324.6,311.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25181
volvo,0,1,4,3,1,0,364.9,444.6,324.7,311.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25182
volvo,0,1,4,3,1,0,365,444.7,324.8,311.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25183
volvo,0,1,4,3,1,0,365.1,444.8,324.9,311.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25184
volvo,0,1,4,3,1,0,365.2,444.9,325,311.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25185
volvo,0,1,4,3,1,0,365.3,445,325.1,311.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,25186
